judul,asal,person,sentence
Sipakpak Kunal Dan Nagai Sori,Sumatera Utara,Haroharo,Dikeluarkannya larangan bagi semua orang dari marga Haroharo untuk memasuki kerajaannya
Sipakpak Kunal Dan Nagai Sori,Sumatera Utara,Raja,Sekalipun begitu desas-desus mengenai dirinya tetap berkembang di Pulau Raja dan sekitarnya
Sipakpak Kunal Dan Nagai Sori,Sumatera Utara,go,Juga anggota-anggota rombongan yang menetap di Simelungun menceritakan apa yang terjadi dalam perjalanan mereka yang nahas
Sipakpak Kunal Dan Nagai Sori,Sumatera Utara,Haroharo,Mereka yang tiba kembali di Haroharo tentu saja melaporkan kepada rajanya bencana yang menimpa mereka
Sipakpak Kunal Dan Nagai Sori,Sumatera Utara,Nagai Sori,"bagaimana nasib putera Baginda, Nagai Sori, tidak dapat mereka ceritakan"
Sipakpak Kunal Dan Nagai Sori,Sumatera Utara,Sipakpak Kunal,"Sesudah mengadakan mesyawarah dengan pembesar-pembesarnya, Baginda memutuskan untuk meninggalkan daerah kekuasaannya bersama rakyatnya dan mengangkat senjata melawan budak pengkhianat Sipakpak Kunal"
Sipakpak Kunal Dan Nagai Sori,Sumatera Utara,Sipakpak Kunal,"dalam peperangan yang brkecamuk Sipakpak Kunal konon tidak terkalahkan, karena mewarisi tentara yang besar dan kuat dari almarhum mertunya Raja Margolang"
Sipakpak Kunal Dan Nagai Sori,Sumatera Utara,Raja Haroharo,"Ketika Raja Haroharo mendengar, bahwa Nagai Sori dan puteri sudah menghilang dari Pulau Raja, Baginda menghentikan pertempuran Baginda berangkat ke selatan mencari puteranya, sedang rakyatnyadiperintahkannya untuk memncar dalam usaha pencarian itu"
Sipakpak Kunal Dan Nagai Sori,Sumatera Utara,Haroharo,Dimana keturunan marga Haroharo sekarang tinggal tidak diketahui
Sipakpak Kunal Dan Nagai Sori,Sumatera Utara,Raja Lela,"Yang pasti ialah bahwa keluarga Kerajaan Marbau, Raja Lela, berasal dari marga Aritonang yang rapat hubungan kekeluargaannya dengan marga Haroharo"
Sipakpak Kunal Dan Nagai Sori,Sumatera Utara,Nagai Sori,Sementara itu Nagai Sori dan puteri Margolang selamat sampai di Siak Seri Indrapura
Sipakpak Kunal Dan Nagai Sori,Sumatera Utara,Nagai Sori,"Konon berkat darah bangsawannya, juga dengan khasiat cincin dan batu ajaibnya Nagai Sori akhirnya menjadi raja yang sangat berkuasa di daerah itu"
Datu Dalu dan Sang Maima,Sumatera Utara,Sang,"Di dataran Tinggi Toba, di Jalan antara Siborong-borong menuju Dolok Sanggul, ada sebuah kampung yang bernama Sipultak"
Datu Dalu dan Sang Maima,Sumatera Utara,DATU PONGPANGBALASASARIBU,Menurut yang empunya cerita sekitar abad yang ke-14 di tempat ini memerintah seorang penguasa yang bernama DATU PONGPANGBALASASARIBU
Datu Dalu dan Sang Maima,Sumatera Utara,Siboru Hombing,Ia termasuk marga Borbor dan beristerikan Siboru Hombing
Datu Dalu dan Sang Maima,Sumatera Utara,PULUNGANTUA,Dari perkawinan ini lahir dua orang putera yang dinamakannya DATU PULUNGANTUA dan DATU DALU
Datu Dalu dan Sang Maima,Sumatera Utara,Datu Pulungantua,Sesudah ia dewasa dan berumah tangga Datu Pulungantua mempunyai seorang anak laki-laki yang dinamakannya SAHANG MAIMA atau SANG MAIMA
Datu Dalu dan Sang Maima,Sumatera Utara,Datu Pongpangbalasaribu,"Ketika Datu Pongpangbalasaribu meninggal dunia, antara Datu Paulungantua dan Datu Dalutimbul sengketa"
Datu Dalu dan Sang Maima,Sumatera Utara,UAN SORBADIBANUA,"Mujurlah sengketa itu diketengahi oleh anggota-anggota keluarga dari pihak perempuan Mereka adalah keturunan Raja Nartasaon dari Uluan dan keturunan TUAN SORBADIBANUA, salah seorang cucu Si Raja Batak, dari Balige yang datang menadamaikan keduanya"
Datu Dalu dan Sang Maima,Sumatera Utara,Datu Pulungantua,Berkat campur tangan ini dicapailah kat sepakat yang menggantikan ayahnya sebagai penguasa Sipultak adalah Datu Pulungantua
Datu Dalu dan Sang Maima,Sumatera Utara,Datu Dalu,"Datu Dalu mewarisi sebagian besar dari sawah dan ladang almarhum ayahnya, serta diizinkan mendirikan sebuah kampung yang lain kira-kira 1 km dari Sipultak"
Datu Dalu dan Sang Maima,Sumatera Utara,Datu Dalu,Kepada Datu Dalu diserhkan pula satu-satunya tombak meninggalan ayahnya un tuk disimpan
Datu Dalu dan Sang Maima,Sumatera Utara,Dal,"Dalam bahasa Batak ia dinamakan ""Hujur Jambar Baho"" yang berarti ""tombak yang merupakan bagian dari warisan"
Datu Dalu dan Sang Maima,Sumatera Utara,Si,""" Konon tombak itu berasal dari negeri Siam"
Datu Dalu dan Sang Maima,Sumatera Utara,si Raja Batak,"ketika GURU TETEABULAN, leluhur marga Luntung dan Borbor, salah seorang putera si Raja Batak, mempersunting seorang puteri Raja Siam di negeri itu, selalu gagal mendapat panen yang baik, karena ladang dan kebunnya setiap kali dirusak oleh seekor babi besar"
Datu Dalu dan Sang Maima,Sumatera Utara,Sang Maima,Akhirnya Sang Maima terpaka menemui pamannya untuk minta dipinjami tombak sakti itu
Datu Dalu dan Sang Maima,Sumatera Utara,Datu Dalu,Mula-mula Datu Dalu enggan memenuhi permintaan kemanakannya
Datu Dalu dan Sang Maima,Sumatera Utara,Sang Maima,"Bukankah menggelikan untuk menggunakan senjata suci hanya untuk mengusur babi!
Namun, setelah Sang Maima menceritakan kegagalan-kegagalan yang dialaminya bersama orang-orang sekampungnya sebab yang dihadapi bukanlah babi biasa! Datu Dalu akhirnya bersedia meminjamkan senjata ampuh itu"
Datu Dalu dan Sang Maima,Sumatera Utara,Sang Maima,"!"" Sang Maima langsung berangkat ke ladangnya membawa senjata istimewanya itu"
Datu Dalu dan Sang Maima,Sumatera Utara,Sang Maima,"Itulah rupanya binatang yang dinantikan Sang Maima!
Babi itu langsung menuju ladang yang masih utuh dekat tempat persembu yian Sang Maima"
Datu Dalu dan Sang Maima,Sumatera Utara,Sang Maima,Karena gelapnya Sang Maima tidak dapat membedakan di sebelah mana mencong binatang itu berada dan disebelah mana ekornya
Datu Dalu dan Sang Maima,Sumatera Utara,Sang Maima,"Kewtika jaraknya hanya tinggal beberapa meter saja lagi, Sang Maima membidikkan tombaknya, lalu menghunjamkannya sekuat tenaga pada binatang itu"
Datu Dalu dan Sang Maima,Sumatera Utara,Sang Maima,"Dengan hean sekali Sang Maima melihat ujung tombak itu lekat pada kepala babi itu, sedang tangkainya patah dan tinggal di genggamannya"
Datu Dalu dan Sang Maima,Sumatera Utara,Sang Maima,Sang Maima mengejar binatang itu yang cepat-cepat lari menerobos semak dan hutan
Datu Dalu dan Sang Maima,Sumatera Utara,Sang Maima,"Sang Maima turun ke dalam lubang itu beberapa langkah, tapi tertegun karena begitu gelap sehingga ia tidak dapat melihat apa-apa"
Datu Dalu dan Sang Maima,Sumatera Utara,Sang Maima,Pagi-pagi benar Sang Maima mencari pamannya untuk melaporkan apa yang terjadi
Datu Dalu dan Sang Maima,Sumatera Utara,Datu Dalu,"Mendengar bahwa tombak warisan itu patah dan ujungnya hilang, tak terkatakan bagaimana marahnyaDatu Dalu"
Datu Dalu dan Sang Maima,Sumatera Utara,Sang Maima,Dengan suara keras dipeitahkannya Sang Maima untuk segera mencari tombak itu
Datu Dalu dan Sang Maima,Sumatera Utara,Datu Dalu,"Bila ia tidak berhasil menemukannya, Datu Dalu mengacam akan mengumumkan perang pada kemanakannya"
Datu Dalu dan Sang Maima,Sumatera Utara,Sang Maima,"lalu ia membalik membelakangi kemanakannya, pertanda bahwa ia tidak mau bicara lagi dengan Sang Maima!
Pemuda itu kemudian mengadakan musyawarah dengan seluruh keluarganya, baik yang dari sebelah bapak, maupun yang dari sebelah ibunya"
Datu Dalu dan Sang Maima,Sumatera Utara,Datu Pulungantua,"Pendek kata, musyawarah memutuskan bahwa untuk memelihara kehormatannya sebagai laki-laki keturunan Datu Pulungantua, Sang Maima harus turun ke Dunia Bawah untuk mencari tomak itu"
Datu Dalu dan Sang Maima,Sumatera Utara,Sang Maima,Sementara itu Datu Dalu memerintahkan kepada ibu dan saudara perempuan Sang Maima untuk datang bekerja di rumahnya
Datu Dalu dan Sang Maima,Sumatera Utara,Sang Maima,Dengan disaksikan oleh semua keluarganya Sang Maima memulai perjalanannya ke Dunia Bawah
Datu Dalu dan Sang Maima,Sumatera Utara,Sang Maima,"Sekarang Sang Maima berada di dunia jembalang, setang, jin, kelembai ( Kelembai adalah hantu serupa raksasa perempuan berambut merah"
Datu Dalu dan Sang Maima,Sumatera Utara,Sang Maima,"Bila bau manusia tercium oleh makhluk-makhluk dan roh-roh jahat itu, Sang Maima tentu langsung akan diterkam, dikoyak-koyak dan dilahap! Memikirkan ini nafasnya tersengal-sengal dan peluhnya bercucuran"
Datu Dalu dan Sang Maima,Sumatera Utara,Sang Maima,"Namun, sekalipun diganggu oleh pikiran yang mengecutkan itu, Sang Maima tidak berniat membatalkan perjalanannya dan kembali ke dunai atas tanah"
Datu Dalu dan Sang Maima,Sumatera Utara,Sang Maima,"Dan bila pamannya yang mati, kematian itu bukanlah suatu kemenangan bagi Sang Maima, Dalam hati kecilnya diakuinya bahwa dialah yang bersalah, karena melanggar amanat pamannya"
Datu Dalu dan Sang Maima,Sumatera Utara,Sang Maima,"Yang ditakutkan Sang Maima benar-benar terjadi! Baru beberapa langkah ia maju, ia langsung dikepung oleh 7 (tujuh) setan betina yang bersenjata lengkap"
Datu Dalu dan Sang Maima,Sumatera Utara,Sang Maima,"Rambutnya yang bergerai acak-acakan, seringnya yang kejam serta tawanya yang melengking membuat bulu kuduk Sang Maima berdiri! Rupanya bau manusia begitu sedap bagi setang-setan itu, sehingga Sang Maima terus dirangkul dan diciumi"
Datu Dalu dan Sang Maima,Sumatera Utara,Sang Maima,Dengan kayu dan senjata -senjata tajam setan-setan itu melukai Sang Maima
Datu Dalu dan Sang Maima,Sumatera Utara,Sang Maima,"Tetapi berapapun parahnya likanya, bila ditampar Sang Maima dengan tapak tangannya, lukanya sembuh kembali"
Datu Dalu dan Sang Maima,Sumatera Utara,Sang Maima,"Melihat bahwa Sang Maima adalah seorang datu atau dukun besar, setan-setan itu menghentikan siksaannya"
Datu Dalu dan Sang Maima,Sumatera Utara,Sang Maima,"Ketika Sang Maima menjawab 'sanggup', setang-setan itu berjanji akan mengembalikannya ke dunianya, bila ia benar-benar berhasil menyebuhkan si sakit itu"
Datu Dalu dan Sang Maima,Sumatera Utara,Sang Maima,"Selain dari itu, kata mereka, Sang Maima boleh nanti memilih salah seorang di antara mereka sebagai isterinya"
Datu Dalu dan Sang Maima,Sumatera Utara,Sang Maima,Sang Maima dibawa ke tempat dimana nenek itu terbaring
Datu Dalu dan Sang Maima,Sumatera Utara,Sang Maima,"Alangkah kagetnya pemuda itu, ketika nenek itu ternyata sakit oleh suatu luka yang besare dikepalanya dan bahwa di dsalam luka itu tertancap ujung tombak yang hilang itu! Rupanya yang merusak padi dan ladangnya selama ini adalah nenek segala setan ini; ia setiap kali muncul di dunia dengan menjelma sebagai seekor babi besar!
Sang Maima mengatakan kepada setan-setan itu bahwa luka itu disebabkan oleh sembiku"
Datu Dalu dan Sang Maima,Sumatera Utara,Sang Maima,"Tetapi Sang Maima tidak mau langsung mengeluarkannya, sebab setan-setan itu tidak dapat dipercaya"
Datu Dalu dan Sang Maima,Sumatera Utara,Sanf Maima,"Melihat tingkah laku dan kebiasaan-kebiasaan mereka Sanf Maima tahu, bahwa sifat-sifat buruk yang terdapat pada manusia berasal dari setan-setang itu"
Datu Dalu dan Sang Maima,Sumatera Utara,Sang Maima,"""
Dalam merawat nenek setan itu Sang Maima mengusahakan agar ia selamat mungkin sembuh agarpenyakitnya berlarut-larut dan ia terus menderita"
Datu Dalu dan Sang Maima,Sumatera Utara,Sang Maima,Dalam pada itu Sang Maima terus dicaci-maki disin dir-sindir dan ditakut-takuti oleh para penjaganya
Datu Dalu dan Sang Maima,Sumatera Utara,Sang Maima,"Sang Maima terpaksa memilih salah satu setan betina untuk jadi isterinya, lalu ia dikawinkan"
Datu Dalu dan Sang Maima,Sumatera Utara,Sang Maima,Dari isterinya Sang Maima belajar berbagai ilmu sihir
Datu Dalu dan Sang Maima,Sumatera Utara,Sang Maima,"Dengan bertambahnya ilmunya, Sang Maima memutuskan untuk segera kembali ke dunia"
Datu Dalu dan Sang Maima,Sumatera Utara,Sang maima,Sang maima diperintahkan untuk mencari jarum itu dan membawanya kembali keatas
Datu Dalu dan Sang Maima,Sumatera Utara,Sang Maima,Sang Maima turun ke bawah
Datu Dalu dan Sang Maima,Sumatera Utara,Sang Maima,"Sesudah menemukan jarum itu, beberapa buah jaurm jatuh lagi, sehingga Sang Maima terpaksa lagi turun untuk mencarinya"
Datu Dalu dan Sang Maima,Sumatera Utara,Sang Maima,"Karena berulang kali harus turun-naik, Sang Maima minta izin untuk tinggal saja di bawah menantikan jarum yang mungkin akan jatuh lagi"
Datu Dalu dan Sang Maima,Sumatera Utara,Sang Maima,"Inilah kesempatan yang baik untuk melarikan dirinya dari Dunia Bawah, pikir Sang Maima"
Datu Dalu dan Sang Maima,Sumatera Utara,Sang Maima,"Sang Maima berhasil pula menangkap seekor borong-borong, sebangsa kumbang hitam"
Datu Dalu dan Sang Maima,Sumatera Utara,Sang Maima,Inilah siasat Sang Maima untuk mendahului pengejar-pengejarnya
Datu Dalu dan Sang Maima,Sumatera Utara,Sang Maima,Lama sesudah Sang Maima berangkat setan-setan itu menyangka bahwa tawaran mereka masih berada di lantai bawah
Datu Dalu dan Sang Maima,Sumatera Utara,Sang Maima,Mereka melihat api rokoknya dan mendengar dengungan kumbang yang disangkanya bunyi yang berasal dari Sang Maima
Datu Dalu dan Sang Maima,Sumatera Utara,Sang maima,Tetapi ada yang tidak diperhitungkan Sang maima
Datu Dalu dan Sang Maima,Sumatera Utara,Sang Maima,"Mereka sibuk memanggil dan mencari Sang Maima, tetapi pemuda itu sementara itu sudah hampir sampai diatas tanah"
Datu Dalu dan Sang Maima,Sumatera Utara,Sang Maima,"Sebagaimana diperhitungkannya, batang-batang pisang berbentuk manusia itu sangat membantu Sang Maima"
Datu Dalu dan Sang Maima,Sumatera Utara,Sang Maima,Akhirnya tali itu putus dan para pengejar Sang Maima jatuh tunggang-langgang ke bawah
Datu Dalu dan Sang Maima,Sumatera Utara,Sang Maima,"Hanya satu saja diantaranya yang sempat sampai diatas, yaitu isteri Sang Maima"
Datu Dalu dan Sang Maima,Sumatera Utara,Sang Maima,Ia memohonkan dengan sangat supaya boleh terus mendampingi Sang Maima seperti di Dunia Bawah selama ini
Datu Dalu dan Sang Maima,Sumatera Utara,Sang Maima,"Sang Maima tidak keberatan, terutama karena ia begitu banyak mendapat ilmu sihir yang sangat berguna"
Datu Dalu dan Sang Maima,Sumatera Utara,Sang Maima,"Menurut legenda Batak, setan isteri Sang Maima itu adalah leluhur setan-setan gunung yang disebut orang Batak ""homang"
Datu Dalu dan Sang Maima,Sumatera Utara,Sang Maima,"""
Sang Maima langsung menuju rumah pamannya untuk mengembalikan tombak warisan itu"
Datu Dalu dan Sang Maima,Sumatera Utara,Sang Maima,Perempuan-perempuan mengeluarkan air mata karena kasihan mendengar penderitaan Sang Maima
Datu Dalu dan Sang Maima,Sumatera Utara,Datu Pulungantua,"""Ah, putera raja kami yang baik, Datu Pulungantua, hanya nasiblah rupanya yang mempertemukan kita kembali"
Datu Dalu dan Sang Maima,Sumatera Utara,Sang Maima,"""
Ibu dan kakak Sang Maima yang dibebaskan Datu Dalu, begitu ia menerima tombak itu kembali, memeluk dan menciuminya untuk melepaskan rindu mereka"
Datu Dalu dan Sang Maima,Sumatera Utara,Datu Dalu,"Kemudian Datu Dalu yang dalam hati kecilnya sebenarnya menginginkan kematian kemanakannya, supaya ia dapat berkuasa sendiri, berteriak"
Datu Dalu dan Sang Maima,Sumatera Utara,Datu Dalu,"""Sediakan sirih, telur ayam dan beras! Aku ingin menyambut anakku yang gagah berani ini!""
Sesudah yang dimintanya disediakan dan sirih diedarkan, mulailah Datu Dalu melancarkan pidatonya yang bunyinya sebagai berikut"
Datu Dalu dan Sang Maima,Sumatera Utara,Sang Maima,"""Anakku, Sang Maima, ketika kudengar bahwa kau berhasil membawa tombak pusaka itu kembali, hatiku begitu lega dan gembira"
Datu Dalu dan Sang Maima,Sumatera Utara,Datu Teteabulan,Sebagaimana kau ketahui tombak ini diterima leluhur kita Datu Teteabulan sebagai hadiah kawin dari mertuanya di Siam
Datu Dalu dan Sang Maima,Sumatera Utara,Sang Maima,"Beberapa orang di antara yang hadir juga mengucapkan sepatah dua patah kata, yang dibalas Sang Maima sebagai berikut"
Datu Dalu dan Sang Maima,Sumatera Utara,Sang Maima,"Horas!""
Sesudah Sang Maima kembali ketengah-tengah kerabat dan sahabatnya, pengikut-pengikutnya maupun para pengikut Datu Dalu merasakan bahwa hubungan antara Paman dan kemanakan tidaklah sebaik yang kelihatan pada lahirnya"
Datu Dalu dan Sang Maima,Sumatera Utara,Dal,Dalam pada itu pada masing-masing pihak ada saja yang memanaskan suasana
Datu Dalu dan Sang Maima,Sumatera Utara,Sang Maima,"Kepada Sang Maima umpamanya ada yang menyampaikan, bahwa tindakan pamannya memaksanya mencari tombak itu, benarbenar kejam"
Datu Dalu dan Sang Maima,Sumatera Utara,Sang Maima,"Bagaimana seandainya Sang Maima tidak dapat melepaskan dirinya dari setang-setan itu! Juga tindakan Datu Dalu menyandera Ibu dan kakak Sang Maima dan memperlakukan mereka sebagai budak di rumahnya, benar-benar melewati batas"
Datu Dalu dan Sang Maima,Sumatera Utara,Sang Maima,"Tukang-tukang fitnah di kalangan Datu Dalu sendiri menghasut rajanya dengan mengatakan, bahwa bila pesta besar yang dijanjikannya diadakan juga, ini kesempatan baik bagi pengikut-pengikut Sang Maima untuk membunuhnya"
Datu Dalu dan Sang Maima,Sumatera Utara,Sang Maima,"Mereka tetap tutup mulut, apalagi karena ""informasi"" yang mereka terima konon bersifat ""rahasia sekali!""
Kebun Sang Maima yang selalu dilalui Datu Dalu bila ia pergi ke sawahnya, pemuda itu antara lain bertanam pisang"
Datu Dalu dan Sang Maima,Sumatera Utara,Datu Dalu,"Pada suatu hari, ketika Datu Dalu lewat lagi dikebun itu, hujan tiba-tiba turun dengan lebat sekali"
Datu Dalu dan Sang Maima,Sumatera Utara,Datu Dalu,Tanpa berpikir panjang Datu Dalu mengambil beberapa helai daun pisang untuk melindingi dirinya terhadap air hujan
Datu Dalu dan Sang Maima,Sumatera Utara,Sang Maima,"Sang Maima pun berbuat seolah-olah tidak terjadi sesuatu, ketika hal itu disampaikan kepadanya"
Datu Dalu dan Sang Maima,Sumatera Utara,Sang Maima,Suatu hari Sang Maima datang ke bengkel besi pamannya membawa sepotong besi
Datu Dalu dan Sang Maima,Sumatera Utara,Datu Dalu,Datu Dalu bersedia membuat apa yang diminta kemanakannya
Datu Dalu dan Sang Maima,Sumatera Utara,Sang Maima,"Ketika hal ini disampaikan kepada Sang Maima, ia menuntut supaya besinya dikembalikan kepadanya dalam keadaan semula"
Datu Dalu dan Sang Maima,Sumatera Utara,Sang Maima,Kedua tutuntan Sang Maima dianggap Datu Dalu sebagai ultimatum yang tidak pantas
Datu Dalu dan Sang Maima,Sumatera Utara,Sang Maima,"Dengan tenang disuruh sampaikannya bahwa ia siap sedia menghadapi Sang Maima, bila pemuda itu mengingatkan perang tanmding! Lalu meledaklah perang antara paman dan kemanakan"
Datu Dalu dan Sang Maima,Sumatera Utara,Sang Maima,"Sang Maima mula-mula mengubah dirinya menjadi ""erha,"" semacam burung, lalu menghabiskan padi pamannya yang sedsng masak di ladang"
Datu Dalu dan Sang Maima,Sumatera Utara,Datu Dalu,Melihat ini Datu Dalu menyuruh tancapkan di ladangnya tongkat-tongkat yang dilumuri getah panangkap burung
Datu Dalu dan Sang Maima,Sumatera Utara,Sang Maima,"Tetapi yang tertangkap bukannya Sang Maima, tetapi burung-burng lain yang mau makan padi"
Datu Dalu dan Sang Maima,Sumatera Utara,Sang Maima,Kemudian Sang Maima menjelma menjadi harimau dan mengobrak-abrik ternak milik pamannya
Datu Dalu dan Sang Maima,Sumatera Utara,Datu Dalu,Untuk mengakhiri keganasan harimau itu Datu Dalu memerintahkan menggali lubang-lubang perangkap dan memasang perangkap besi di berbagai tempat
Datu Dalu dan Sang Maima,Sumatera Utara,Datu Dalu,"Namun yang menjadi korban bukannya harimau itu, tetapi orang-orang dari kampung Datu Dalu sendiri"
Datu Dalu dan Sang Maima,Sumatera Utara,Sang Maima,Sang Maima menghilangkan dirinya dan menyerang benteng Datu Dalu dari segala jurusan
Datu Dalu dan Sang Maima,Sumatera Utara,Datu Dalu,Datu Dalu membalas dengan menurunkan hujan beracun yang bisa membunuh
Datu Dalu dan Sang Maima,Sumatera Utara,Datu Dalu,Tetapi yang mati ialah banyak diantara anak buah Datu Dalu sendiri
Datu Dalu dan Sang Maima,Sumatera Utara,Sang Maima,Akhirnya Sang Maima minta bantuan kepada setan betina yang menjadi isterinya untuk menimbulkan kebakaran-kebakaran di dalam benteng Datu Dalu
Datu Dalu dan Sang Maima,Sumatera Utara,Sang Maima,Siang dan malam Sang Maima duduk bertapa dibawah sebatang pohon beringin besar
Datu Dalu dan Sang Maima,Sumatera Utara,Datu Dalu,Ia memohonkan kepada jin dan setan unutk membuat anggota-anggota rumah tangga Datu Dalu sakit
